"W1-H","W1-L","W1-M","N1-H","N1-L","N1-M","W2-H","W2-L","W2-M","W3-H","W3-L","W3-M","W4-H","W4-L","W5-H","W5-L"
"Ncs1",1,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0
"Ncstn",0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,1
"Ndc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndc80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nde1",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"Ndel1",1,5,42,5,8,0,40,45,34,8,305,183,46,16,1,24
"Ndfip1",0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0
"Ndfip2",0,0,0,0,2,0,0,2,1,1,28,1,0,0,0,0
"Ndn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndnl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndor1",1,1,2,0,0,1,1,0,1,7,4,5,0,0,0,1
"Ndrg1",1,1,1,0,1,0,1,3,1,1,1,2,0,0,0,0
"Ndrg2",1,0,1,0,0,0,0,0,0,251,19,35,1,1,1,45
"Ndrg3",0,0,1,0,0,0,0,0,0,1,1,1,3,1,0,0
"Ndrg4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndst1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndst2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndufa1",29,12,32,6,6,3,5,4,6,62,22,63,10,3,1,34
"Ndufa10",56,4,45,18,24,5,87,55,17,214,138,418,165,15,1,6
"Ndufa11",117,138,154,47,35,21,53,23,31,446,213,376,174,101,1,90
"Ndufa12",183,197,155,21,14,9,66,33,34,566,433,410,242,40,1,71
"Ndufa13",134,156,208,20,19,16,40,22,32,363,153,354,118,70,1,115
"Ndufa2",119,95,113,20,25,11,29,10,13,117,112,190,104,21,2,63
"Ndufa3",69,31,73,9,8,6,8,7,5,84,52,74,31,5,1,127
"Ndufa4",50,16,122,15,15,11,36,17,6,483,282,388,206,32,2,113
"Ndufa4l2",34,353,543,53,81,60,4,111,14,9,32,12,3,3,1,3
"Ndufa5",67,22,68,19,6,9,22,9,11,129,90,157,54,10,2,55
"Ndufa6",61,80,138,14,30,12,10,18,15,157,120,119,88,29,1,59
"Ndufa7",86,84,104,13,17,10,20,20,16,133,196,240,80,21,1,83
"Ndufa8",25,9,83,5,7,5,24,19,23,13,152,84,80,18,0,20
"Ndufa9",2,2,10,7,0,0,19,2,1,11,14,9,49,4,0,4
"Ndufab1",42,46,68,5,8,2,32,16,21,152,215,232,106,19,0,21
"Ndufaf1",0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
"Ndufaf2",0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,0
"Ndufaf3",1,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0
"Ndufaf4",0,0,1,0,0,0,0,0,0,2,1,1,35,0,0,0
"Ndufaf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ndufaf6",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ndufaf7",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ndufb10",177,130,249,16,20,19,45,49,49,733,357,539,211,94,1,65
"Ndufb11",91,36,208,24,20,20,44,27,24,235,324,483,164,60,2,81
"Ndufb2",23,28,50,4,7,4,7,3,4,55,36,58,31,5,0,25
"Ndufb3",2,2,16,7,4,4,9,1,6,90,17,106,29,2,0,13
"Ndufb4",80,77,132,11,18,9,17,11,13,159,101,145,63,23,1,72
"Ndufb5",31,6,152,18,24,15,45,32,50,310,295,321,229,78,1,46
"Ndufb6",14,11,13,4,4,2,7,5,4,64,34,105,28,5,0,6
"Ndufb7",20,7,12,2,11,3,25,15,3,180,38,226,145,7,1,20
"Ndufb8",61,82,116,15,16,6,52,28,35,394,223,383,128,47,1,44
"Ndufb9",156,108,162,31,33,24,89,52,49,496,519,1028,335,132,2,108
"Ndufc1",79,73,106,17,20,13,33,7,25,247,108,171,76,16,2,108
"Ndufc2",39,9,15,6,2,2,19,11,15,106,36,136,73,11,0,40
"Ndufs1",0,0,0,0,0,0,6,0,0,6,4,8,5,0,0,0
"Ndufs2",6,5,12,13,6,5,50,19,21,91,9,245,125,41,0,29
"Ndufs3",2,2,3,8,4,1,22,3,27,156,168,145,86,37,1,1
"Ndufs4",3,2,3,10,6,1,15,2,2,4,4,10,75,19,0,11
"Ndufs5",6,4,61,9,6,3,12,1,8,127,64,109,72,13,0,22
"Ndufs6",95,64,167,30,28,8,36,19,21,287,245,427,246,46,1,85
"Ndufs7",33,10,177,22,23,1,80,11,51,428,404,393,233,82,1,64
"Ndufs8",10,10,17,13,18,13,42,45,44,335,177,90,208,11,1,7
"Ndufv1",10,5,8,3,0,0,8,2,3,255,28,269,103,11,0,4
"Ndufv2",68,3,15,15,19,17,91,17,39,389,266,398,187,24,0,69
"Ndufv3",33,38,191,11,16,17,26,24,17,242,253,267,75,10,1,85
"Neat1",115,161,200,46,82,55,48,114,102,565,1662,1230,15,99,3,209
"Neb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nebl",0,0,0,0,0,0,0,0,0,61,5,9,0,0,0,29
"Necab1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Necap1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Necap2",24,4,5,5,1,2,26,1,21,4,5,8,39,4,0,2
"Nedd1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nedd4",85,7,88,14,12,3,55,38,41,289,79,297,59,28,1,26
"Nedd4l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nedd8",186,141,295,38,35,20,61,77,59,631,764,419,416,90,1,102
"Nedd9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nefh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neil1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neil3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Nek11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nek7",1,2,3,0,0,0,0,1,2,10,38,44,1,0,0,4
"Nek8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nek9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Nelfa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nelfb",0,0,2,0,0,0,2,0,0,2,4,5,28,0,0,0
"Nelfcd",0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0
"Nelfe",0,0,0,0,0,0,0,1,1,4,4,3,3,1,0,0
"Nell1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nemf",7,3,7,1,2,0,35,13,20,313,36,33,106,8,1,46
"Nenf",3,1,4,4,2,1,2,0,1,5,3,6,9,3,0,2
"Neo1",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
"Nepro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Net1",46,42,141,14,12,9,29,28,35,285,101,148,5,11,1,12
"Neto2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neu1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neu2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neu3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurl1b",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Neurl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neurod2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nexn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nf1",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"Nf2",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
"Nfasc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfat5",0,0,1,0,0,0,0,0,0,3,2,4,1,1,0,1
"Nfatc1",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Nfatc2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nfatc2ip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfatc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfatc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfe2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfe2l1",1,1,2,0,0,0,1,2,1,3,13,38,0,0,0,5
"Nfe2l2",2,2,2,0,0,0,37,28,17,2,3,10,1,1,0,1
"Nfe2l3",0,0,0,0,0,0,0,0,0,9,2,2,0,0,0,2
"Nfia",213,175,185,17,29,11,99,65,53,349,393,530,19,39,1,55
"Nfib",84,39,113,31,8,19,137,63,109,299,221,582,59,82,1,81
"Nfic",11,3,15,3,2,0,2,4,2,2,2,3,2,1,0,0
"Nfil3",0,1,2,0,0,0,1,2,1,1,1,1,4,1,0,0
"Nfix",117,40,108,12,9,12,38,32,65,47,151,142,8,36,0,27
"Nfkb1",0,0,0,0,0,0,0,0,1,1,2,23,0,0,0,0
"Nfkb2",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
"Nfkbia",152,122,322,9,16,25,58,375,179,213,648,568,61,61,3,95
"Nfkbib",1,0,1,0,0,0,1,1,0,2,2,3,16,1,0,0
"Nfkbid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfkbie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfkbil1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfkbiz",3,2,4,2,4,1,2,49,14,16,182,138,3,4,1,26
"Nfrkb",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Nfs1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nfu1",1,1,1,0,0,0,0,0,1,2,3,3,4,1,0,0
"Nfx1",2,0,1,0,0,2,1,2,1,6,3,3,6,0,0,1
"Nfxl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nfyb",0,1,2,0,2,0,1,0,0,2,1,2,1,0,0,0
"Nfyc",0,0,1,0,0,0,0,3,0,2,4,2,4,0,0,0
"Ngdn",0,0,1,0,0,0,10,0,1,4,1,1,21,0,0,0
"Ngef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngfr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ngfrap1",3,2,2,1,0,0,1,1,1,3,2,4,85,1,0,0
"Ngly1",0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0
"Ngrn",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"Nhej1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhlrc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhlrc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhlrc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhp2",81,11,34,15,12,2,84,58,60,427,456,466,409,75,1,57
"Nhp2l1",43,10,12,4,5,0,14,22,14,101,23,68,87,5,0,12
"Nhs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nhsl1",7,3,71,2,6,2,3,24,8,5,3,13,6,1,0,1
"Nhsl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nid1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nif3l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nifk",0,1,0,0,0,0,1,0,0,1,2,3,21,1,0,0
"Nim1k",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ninj1",2,2,3,1,0,0,2,1,2,3,4,4,6,2,0,0
"Ninl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nip7",0,0,0,0,0,0,0,1,0,1,1,1,9,0,0,0
"Nipa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipal1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipal2",0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4
"Nipal3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nipal4",0,0,0,0,0,0,0,0,0,2,3,4,1,0,0,0
"Nipbl",6,16,45,10,5,1,8,10,16,198,106,55,46,4,0,31
"Nipsnap1",0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
"Nipsnap3b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nisch",2,1,2,0,0,0,1,1,0,2,2,3,35,1,0,1
"Nit1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nit2",0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
"Nkap",1,0,1,0,0,0,1,1,0,1,1,1,2,0,0,0
"Nkapl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkd2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Nkg7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Nkiras1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkiras2",0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0
"Nkpd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkrf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nktr",4,2,7,6,7,1,2,4,1,15,181,51,12,2,0,9
"Nkx2-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nkx6-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nle1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlgn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlgn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nln",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Nlrc3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrc4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrc5",0,1,1,0,0,0,1,0,0,3,2,11,0,0,0,0
"Nlrp10",0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
"Nlrp1c-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrp6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nlrx1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nmb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmd3",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"Nme1",74,61,184,11,12,7,54,35,33,132,131,211,496,26,1,29
"Nme2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nme4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nme5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nme6",0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0
"Nme7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmi",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Nmnat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmnat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmnat3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmral1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmrk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nmt1",1,0,3,0,0,0,1,0,0,1,1,1,3,0,0,1
"Nmt2",10,3,9,0,5,0,88,3,33,11,9,139,17,3,0,1
"Nnat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nnmt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nnt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nob1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"Noc2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Noc3l",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Noc4l",0,0,1,0,0,0,0,0,0,1,2,2,3,1,0,0
"Noct",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nod1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nod2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nol10",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Nol11",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"Nol12",0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0
"Nol3",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nol4l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nol6",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nol7",9,2,8,7,11,0,12,5,3,23,4,47,65,3,0,3
"Nol8",0,0,0,0,0,0,1,0,0,2,2,2,1,0,0,0
"Nol9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nolc1",2,2,4,3,0,2,2,2,2,7,5,8,24,0,0,0
"Nom1",2,1,1,0,0,0,1,0,0,3,4,2,0,0,0,0
"Nomo1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Nono",6,9,6,7,4,4,12,7,13,7,5,76,61,21,0,4
"Nop10",79,7,98,18,18,6,19,9,14,47,87,129,160,17,1,32
"Nop14",1,1,2,0,0,0,0,1,0,2,2,3,6,0,0,0
"Nop16",2,1,7,0,0,3,3,2,0,4,7,4,72,1,0,0
"Nop2",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Nop56",2,3,11,3,1,0,22,5,5,6,4,9,67,2,0,1
"Nop58",14,6,38,4,8,3,39,16,47,20,112,160,89,1,0,21
"Nop9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nos1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nos1ap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nos3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nosip",2,2,2,0,0,1,1,1,2,2,5,5,18,2,0,1
"Nostrin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Notch1",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Notch2",72,6,68,10,2,3,54,5,20,547,503,691,34,16,2,56
"Notch3",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Notch4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Notum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nov",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npas2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npas3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npat",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Npbwr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npc1",0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1
"Npc1l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npc2",19,10,43,20,9,2,32,51,11,42,294,297,77,85,1,40
"Npdc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npepl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npepps",24,22,75,6,4,0,10,29,10,10,26,150,3,2,0,26
"Npff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nphp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npl",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"Nploc4",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Npm1",379,397,287,48,31,25,166,149,180,586,724,745,599,93,2,49
"Npm3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Npm3-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npnt",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nppb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nppc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nprl2",0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0
"Nprl3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nptn",10,1,6,2,2,1,10,3,4,43,96,96,5,3,0,8
"Npw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Npy",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Npy1r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nqo1",1,1,2,0,0,0,1,0,0,2,1,3,1,0,0,0
"Nqo2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr1d1",0,2,3,0,0,0,0,19,0,1,4,1,0,0,0,0
"Nr1d2",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Nr1h2",1,0,1,0,0,0,2,0,1,5,2,1,11,1,0,0
"Nr1h3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2c2",0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"Nr2c2ap",0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0
"Nr2f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr2f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr3c1",1,1,1,0,0,1,0,1,1,2,2,4,0,0,0,3
"Nr4a1",5,39,87,0,7,1,3,76,27,4,16,9,1,1,0,0
"Nr4a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr4a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr6a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nr6a1os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nradd",0,0,0,0,0,0,1,0,0,2,1,3,3,1,0,0
"Nrarp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nras",55,137,196,20,21,10,78,52,44,610,742,466,213,42,1,66
"Nrbf2",0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
"Nrbp1",2,2,6,2,6,0,5,1,3,4,9,14,22,2,0,2
"Nrbp2",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Nrcam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrd1",1,3,4,0,0,2,2,7,3,8,7,9,9,1,0,20
"Nrde2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrep",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Nrf1",0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
"Nrg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrg2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrg4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrgn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrip1",1,0,1,0,0,0,0,1,0,3,5,4,2,1,0,1
"Nrip2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrip3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrm",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrp1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nrp2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nrtn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrxn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrxn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nrxn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsa2",4,10,10,5,6,2,8,3,1,13,5,37,58,4,0,6
"Nsa2-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsd1",2,4,3,9,3,6,20,15,22,173,10,66,29,1,0,8
"Nsdhl",0,0,1,0,0,0,1,0,0,3,2,2,1,0,0,0
"Nsf",0,1,1,0,0,0,0,0,0,1,1,2,3,0,0,0
"Nsfl1c",5,12,66,8,12,1,38,32,29,5,56,211,76,3,1,39
"Nsg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsmaf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsmce1",1,2,2,0,0,0,2,3,1,3,3,6,5,2,0,1
"Nsmce2",0,1,2,2,0,0,25,3,1,3,2,3,30,0,0,1
"Nsmce4a",1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"Nsmf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsrp1",4,4,15,4,0,1,3,2,1,6,7,4,8,3,0,1
"Nsun2",3,2,5,0,0,0,20,1,17,4,9,4,66,2,0,1
"Nsun3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nsun4",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Nsun5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Nsun6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nt5c",0,0,0,0,0,0,0,0,0,1,1,1,18,0,0,0
"Nt5c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nt5c3",0,0,1,3,0,0,1,1,0,3,3,4,1,0,0,1
"Nt5c3b",1,2,4,0,0,0,1,2,0,2,3,3,62,3,0,0
"Nt5dc1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
