"W1-H","W1-L","W1-M","N1-H","N1-L","N1-M","W2-H","W2-L","W2-M","W3-H","W3-L","W3-M","W4-H","W4-L","W5-H","W5-L"
"Mrpl20",4,3,3,5,0,6,20,3,1,112,7,56,146,4,0,2
"Mrpl21",3,1,3,1,0,0,15,9,16,65,4,177,56,2,0,2
"Mrpl22",0,0,0,0,0,0,1,0,0,1,1,1,15,0,0,0
"Mrpl23",44,2,45,12,15,8,11,11,14,10,13,129,79,3,0,1
"Mrpl23-ps1",18,1,25,5,5,3,4,7,8,8,15,60,34,1,0,1
"Mrpl24",1,0,1,0,0,0,1,1,1,2,2,2,5,2,0,0
"Mrpl27",1,2,10,0,0,1,4,2,2,4,3,5,11,0,0,0
"Mrpl28",4,3,5,3,0,0,34,4,2,9,7,19,90,3,0,2
"Mrpl3",0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0
"Mrpl30",5,4,15,17,22,13,24,20,17,13,222,24,110,7,1,7
"Mrpl32",2,1,1,0,5,0,14,1,2,4,20,4,36,1,0,1
"Mrpl33",24,16,33,3,1,1,6,3,6,49,20,53,17,2,0,24
"Mrpl34",1,1,1,0,0,0,6,0,0,3,3,3,48,1,0,0
"Mrpl35",3,2,7,1,6,0,2,2,1,6,6,13,82,4,0,1
"Mrpl36",18,4,10,10,1,0,48,2,37,8,18,242,81,3,2,3
"Mrpl37",2,1,2,0,0,0,1,1,1,4,3,8,52,1,0,0
"Mrpl38",1,0,0,0,0,0,0,0,0,4,2,4,57,1,0,0
"Mrpl39",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Mrpl4",3,3,2,1,0,0,1,1,1,4,49,4,77,1,0,0
"Mrpl40",3,2,2,2,0,0,1,1,1,4,3,6,54,1,0,0
"Mrpl41",2,1,3,2,0,0,2,0,0,5,6,7,44,1,0,1
"Mrpl42",55,28,59,15,10,9,52,36,17,365,112,298,139,24,0,30
"Mrpl43",1,1,2,3,0,0,2,1,1,7,6,10,38,2,0,37
"Mrpl44",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mrpl45",3,1,2,0,0,0,13,2,0,7,7,8,31,1,0,1
"Mrpl46",2,3,3,0,0,0,2,1,0,2,3,5,6,1,0,0
"Mrpl47",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"Mrpl48",4,2,2,7,1,0,4,4,1,9,7,89,7,3,0,0
"Mrpl48-ps",0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
"Mrpl49",0,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"Mrpl50",0,0,0,0,0,0,1,0,2,1,1,2,9,0,0,0
"Mrpl51",5,2,5,8,4,1,23,3,7,23,51,234,70,5,0,44
"Mrpl52",12,8,4,10,6,7,3,4,1,7,36,50,30,10,0,32
"Mrpl54",36,3,9,18,13,3,29,2,11,10,113,278,107,4,1,20
"Mrpl55",2,2,2,0,0,0,1,1,1,28,9,135,71,2,0,1
"Mrpl57",3,2,6,0,5,0,22,2,10,125,36,16,59,3,1,19
"Mrpl9",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Mrps10",2,2,2,0,0,0,0,1,1,6,6,6,13,1,0,0
"Mrps11",0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0
"Mrps12",2,1,2,0,1,0,2,1,1,5,6,27,65,3,0,1
"Mrps14",77,102,144,32,19,10,50,24,35,257,186,287,178,49,1,36
"Mrps15",4,3,4,0,0,0,3,2,3,7,10,8,100,3,0,1
"Mrps16",5,4,21,7,0,3,1,2,4,6,7,21,40,1,0,1
"Mrps17",3,2,12,0,0,0,31,5,1,7,5,7,59,3,0,1
"Mrps18a",3,2,4,0,0,0,3,2,25,5,8,20,55,4,0,1
"Mrps18b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps18c",7,6,7,2,1,0,8,1,2,6,11,105,30,5,0,12
"Mrps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps21",13,2,18,6,4,1,7,0,7,105,62,44,38,6,0,43
"Mrps22",0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0
"Mrps23",2,1,2,0,0,0,0,1,0,2,3,3,6,1,0,0
"Mrps24",23,4,8,5,5,2,4,2,2,9,20,23,91,6,0,2
"Mrps25",1,1,1,0,0,0,0,0,0,1,1,3,2,0,0,0
"Mrps26",2,1,2,4,0,0,7,1,2,5,16,10,132,2,0,2
"Mrps27",1,0,2,0,0,0,0,0,0,1,1,2,3,1,0,0
"Mrps28",1,0,0,0,0,0,1,0,0,0,0,5,14,0,0,0
"Mrps30",0,0,1,0,0,0,0,0,0,3,2,2,8,0,0,0
"Mrps31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps33",3,7,1,4,1,1,1,1,3,13,8,50,38,7,0,4
"Mrps34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps35",1,1,1,0,0,0,1,0,0,1,1,1,12,1,0,0
"Mrps36",1,0,2,2,0,0,2,0,0,3,4,60,19,1,0,1
"Mrps36-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps36-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrps5",1,1,1,0,0,0,0,0,0,3,1,2,5,0,0,0
"Mrps6",0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0
"Mrps7",1,2,2,0,0,0,2,2,2,5,7,18,66,4,0,1
"Mrps9",0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0
"Mrrf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrs2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mrto4",1,1,3,0,0,0,1,1,2,2,3,3,63,1,0,0
"Mrto4-ps2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ms4a10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msantd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msantd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msantd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msantd4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Msh2",0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0
"Msh3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Msh5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msh6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msi1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msi2",1,0,1,0,1,0,0,0,0,2,2,1,1,0,0,0
"Msl1",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"Msl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msl3",0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0
"Msl3l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mslnl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msmo1",4,10,58,0,2,0,4,47,5,18,276,34,27,2,0,33
"Msn",23,6,40,1,0,0,28,12,22,6,6,10,2,2,0,0
"Msra",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Msrb1",0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0
"Msrb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msrb3",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"Mss51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mst1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mst1r",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msto1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Msx1",0,0,0,0,0,0,0,0,0,3,2,3,3,1,0,0
"Msx2",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"Mt1",172,372,608,29,134,35,21,112,62,39,116,52,343,13,2,4
"Mt2",71,141,263,14,33,33,4,41,45,3,4,5,160,3,1,1
"Mt3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mt4",0,1,1,0,0,0,0,0,0,0,1,1,1,1,3,7
"Mta1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mta2",10,29,94,7,6,3,21,3,3,30,27,53,55,11,0,1
"Mta3",1,0,1,0,0,0,0,0,0,2,4,19,1,0,0,0
"Mtag2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtap",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mtbp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtch1",1,1,1,0,0,0,0,1,0,4,5,3,3,2,0,1
"Mtch2",12,6,21,9,0,0,32,26,14,169,76,42,60,6,1,29
"Mtcl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtcp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtdh",20,4,9,16,1,5,27,27,43,299,331,187,152,25,1,48
"Mterf1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mterf1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mterf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mterf3",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
"Mterf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtf1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mtf2",0,0,0,0,0,0,1,0,0,3,3,4,7,2,0,3
"Mtfmt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtfp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtfr1",0,1,1,0,0,0,4,1,0,3,1,2,1,0,0,1
"Mtfr1l",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
"Mtfr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtg1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtg2",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Mthfd1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mthfd1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mthfd2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Mthfd2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mthfr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mthfs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mthfsd",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mthfsl",0,0,1,0,0,0,2,2,1,0,0,1,1,0,0,0
"Mtif2",1,0,1,0,0,0,0,0,0,1,2,3,2,0,0,0
"Mtif3",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mtl5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtm1",0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0
"Mtmr1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mtmr10",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mtmr11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtmr12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtmr14",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mtmr2",95,10,9,6,1,1,34,15,13,156,24,90,56,6,1,4
"Mtmr3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Mtmr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtmr6",0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,1
"Mtmr7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtmr9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mto1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mtor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtpap",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Mtpn",7,8,15,2,1,0,21,21,10,110,47,85,19,4,0,7
"Mtr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtrf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtrf1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtrr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtss1",0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0
"Mtss1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mttp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mturn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtus1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
"Mtus2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mtx1",0,0,2,0,0,0,1,0,1,2,2,3,54,2,0,1
"Mtx2",1,1,0,0,0,0,1,0,0,2,3,35,65,1,0,0
"Mtx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muc15",0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,1
"Muc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muc6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mul1",0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"Mum1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mus81",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Mustn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mut",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"Mutyh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mvb12a",3,1,2,0,0,0,1,1,1,4,4,9,50,3,0,1
"Mvb12b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mvd",0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0
"Mvk",0,0,0,0,0,0,0,0,0,1,3,3,2,0,0,0
"Mvp",1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"Mx2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mxd1",0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
"Mxd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mxd4",1,0,1,0,0,0,0,0,0,1,3,2,1,0,0,0
"Mxi1",0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
"Mxra7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mxra8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myadm",0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
"Myb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mybbp1a",2,1,1,0,0,0,0,1,1,1,1,2,34,1,0,0
"Mybl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mybl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mybpc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mybph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myc",1,9,6,0,0,1,8,10,8,2,4,10,1,2,0,0
"Mycbp",0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1
"Mycbp2",7,4,4,2,4,0,4,14,4,11,35,44,11,1,0,3
"Mycl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycn",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Myd88",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Mydgf",2,3,3,2,1,0,2,1,2,24,7,37,19,2,0,2
"Myef2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myeov2",25,9,28,8,13,6,8,4,5,66,50,78,32,15,2,60
"Myg1",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"Myh10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myh13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myh14",0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0
"Myh9",29,19,10,2,4,1,11,5,13,26,16,68,9,7,1,7
"Myl12a",153,210,324,30,33,24,137,113,118,742,712,839,185,193,1,172
"Myl12b",44,13,42,11,15,11,23,4,15,73,40,53,77,22,1,14
"Myl4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myl6",513,485,812,96,96,71,201,126,176,2247,2199,1831,797,539,8,424
"Myl6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myl7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myl9",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"Mylip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mylk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mylk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mylpf",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Mynn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo10",0,0,2,0,0,0,0,0,1,5,6,4,2,1,1,14
"Myo15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo18a",3,3,3,0,0,0,1,1,0,18,32,17,6,3,1,19
"Myo19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo1b",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
"Myo1c",3,1,1,0,0,0,0,0,0,3,3,3,1,0,0,0
"Myo1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo1e",3,6,55,0,5,0,1,2,3,51,134,64,0,1,0,8
"Myo5a",0,0,0,0,0,0,0,0,1,1,1,1,4,2,0,1
"Myo5b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo6",0,0,1,0,0,0,1,0,0,3,4,4,1,0,0,1
"Myo7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myo9a",0,0,0,0,0,0,1,0,0,4,4,5,1,1,0,1
"Myo9b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myof",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Myom3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mypop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mysm1",1,0,3,0,0,0,0,1,1,8,5,5,3,0,0,0
"Myzap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mzf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mzt1",0,1,0,0,0,0,11,2,1,2,4,7,15,1,0,1
"Mzt2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4bp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4bp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4bp2l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N4bp2l2",4,3,3,9,5,2,6,14,4,60,106,10,37,2,1,3
"N4bp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N6amt1",1,1,1,0,0,0,0,0,0,2,2,2,0,0,0,0
"N6amt2",0,0,1,0,0,0,1,0,0,1,1,2,49,0,0,0
"Naa10",4,2,1,0,0,0,1,1,1,2,2,4,87,4,0,1
"Naa15",1,2,2,0,0,0,2,3,4,5,13,7,7,1,0,7
"Naa16",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Naa20",2,1,3,0,0,0,7,2,2,30,25,23,8,0,0,1
"Naa25",0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0
"Naa30",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Naa35",2,2,2,0,0,0,1,1,1,9,5,7,2,1,0,1
"Naa38",10,0,2,2,1,0,2,2,1,8,6,50,21,2,0,3
"Naa40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naa50",35,9,28,7,12,1,41,26,18,189,158,137,45,3,0,3
"Naa60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naaladl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nab1",1,1,1,0,0,0,0,3,1,3,4,2,1,0,0,0
"Nab2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nabp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nabp2",1,0,1,0,0,0,1,0,0,2,2,2,37,1,0,1
"Naca",225,227,395,68,50,42,127,100,95,703,569,856,597,240,3,136
"Nacc1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nacc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nadk",0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,0
"Nadk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nadsyn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nae1",0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0
"Naf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nagk",0,0,0,0,0,0,0,0,0,3,2,4,0,1,0,0
"Naglu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nagpa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Naif1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nampt",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Nanos1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nanos3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nanp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nans",1,1,1,0,0,0,1,1,1,3,2,2,3,1,0,0
"Nap1l1",3,2,2,7,0,2,4,9,2,9,37,9,108,3,0,1
"Nap1l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nap1l4",1,2,7,7,1,0,24,3,1,3,40,27,51,2,0,1
"Napa",29,8,18,6,1,1,22,3,8,267,33,345,168,8,1,23
"Napb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Napepld",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Napg",0,0,0,0,0,0,1,0,0,3,3,2,2,0,0,0
"Naprt",1,0,1,0,0,0,0,0,0,4,3,4,0,0,0,0
"Narf",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Narfl",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"Nars",6,2,36,2,3,0,18,10,7,4,103,36,49,2,0,2
"Nars2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nasp",2,1,2,1,0,0,1,1,1,4,3,4,21,1,0,1
"Nat10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nat14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat6",0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0
"Nat8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat8l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nat9",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"Natd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nav1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nav2",0,0,0,0,0,0,0,0,0,3,4,6,2,1,0,0
"Nav3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbeal1",1,1,1,1,0,0,0,0,0,2,2,65,0,0,0,0
"Nbeal2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nbn",0,1,0,0,1,0,0,0,0,1,2,2,8,0,0,0
"Nbr1",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
"Ncald",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncam1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncapd2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncapd3",0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0
"Ncapg",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Ncapg2",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"Ncaph",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncaph2",13,3,5,2,5,0,8,20,7,5,12,17,34,7,0,2
"Ncbp1",1,1,1,0,0,0,0,0,0,1,2,2,11,0,0,0
"Ncbp2",0,0,0,0,0,0,0,0,0,2,1,1,23,0,0,0
"Ncbp3",2,1,2,0,0,0,0,1,0,3,3,3,2,0,0,1
"Nccrp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncdn",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Nceh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncf4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nck1",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Nck2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nckap1",3,3,1,2,0,0,1,1,1,3,8,3,2,1,0,2
"Nckap5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nckap5l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nckipsd",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ncl",274,204,425,45,53,28,134,133,126,487,599,1008,631,92,3,76
"Ncln",0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0
"Ncmap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncoa1",0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,1
"Ncoa2",0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0
"Ncoa3",11,3,41,6,1,5,3,20,21,113,152,260,14,3,0,2
"Ncoa4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncoa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncoa6",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Ncoa7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ncor1",10,4,6,8,4,0,2,2,17,10,45,28,23,13,0,5
"Ncor2",1,1,2,0,0,0,0,1,0,1,1,1,0,0,0,0
